Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
62,2023-12-27,CUST062,Male ,18.0,Beauty ,2.1326201432181064,47.24289051183398,109.88600947682514
63,2023-02-05,CUST063,Male,57.0,Electronics ,2.135352244365186,24.714061084348316,46.837633576396144
64,2023-01-24,CUST064,Male,49.0,Clothing ,3.870819819374192,24.075115795730397,103.00293571693832
65,2023-12-05,CUST065,Male ,51.0,Electronics,4.392164024953865,451.5461207359332,2048.2059226348033
66,2023-04-27,CUST066,female,45.0,Electronics,0.9317525976327369,31.433795675438013,30.877619773957534
67,2023-05-29,CUST067,Female,48.0,Beauty,4.1775792960213,323.72001164549835,1198.021444313242
68,2023-02-10,CUST068,Male,25.0,Electronics,1.0132936341517726,280.89275606879346,270.48109212402403
69,2023-04-30,CUST069,female,56.0,Beauty,2.7043664617257837,23.805379703088047,76.89503511789638
70,2023-02-21,CUST070,FEMALE,43.0,Clothing ,0.916955016390953,308.7459546490148,308.8172406654736
71,2023-07-14,CUST071,Female,51.0,beauty,3.9437073801626896,25.80612117907605,100.1109026753198
72,2023-05-23,CUST072,female,20.0,,4.203234749961451,511.3025553204326,1980.4907192422277
73,2023-08-21,CUST073,male,29.0,ELECTRONICS,2.7056640230204203,32.560710828704934,96.93353392829721
74,2023-11-22,CUST074,female,18.0,Beauty,3.6429940991095973,503.51487798263526,1850.0260985326802
75,2023-07-06,CUST075,Male,61.0,Beauty,3.8230384666877484,51.23963278925836,
76,2023-03-25,CUST076,female,22.0,ELECTRONICS,1.9115399654467733,48.06406975409904,102.2869495467273
77,2023-07-09,CUST077,FEMALE,47.0,Clothing ,1.9248316687662832,54.55880781639388,95.90555796998845
78,2023-07-01,CUST078,Female ,47.0,Clothing ,2.811452517521097,476.42162528018537,1472.887934694167
79,2023-04-18,CUST079,male,34.0,Beauty,1.0320885081534787,281.45917080433014,292.3763027105552
80,2023-12-10,CUST080,female,64.0,Clothing,1.9186319965949152,31.344215749570548,62.717632701416484
81,2023-05-17,CUST081,Male ,40.0,ELECTRONICS,0.9400629272673812,46.10595173130776,46.324441504471864
82,2023-12-26,CUST082,female,32.0,Beauty,4.214517099832084,46.27537203831077,181.8303110979355
83,2023-12-16,CUST083,Male,54.0,Electronics,1.8329380868471121,45.383579162564324,97.84966837552567
84,2023-11-28,CUST084,Female,38.0,electronics,2.9362894160279494,30.54440214822714,92.42604155005078
85,2023-02-06,CUST085,MALE,31.0,Clothing,3.0097276138015365,52.01075055764811,157.26060812085686
86,2023-11-08,CUST086,Male,19.0,BEAUTY,3.012348325368521,28.541620476113632,89.52340196743025
87,2023-11-22,CUST087,Female,28.0,BEAUTY,2.1218553917865135,46.96276320507383,101.88391883389272
88,2023-03-29,CUST088,Male,56.0,Clothing,1.0570793526578555,450.7202638471217,479.1243750597336
89,2023-10-01,CUST089,female,55.0,Electronics,4.389808522860325,526.1327713956975,2187.025693898784
90,2023-05-06,CUST090,FEMALE,51.0,Electronics,0.933978257064883,31.36416622960821,32.028931137181516
91,2023-03-25,CUST091,Female,55.0,Electronics,1.0387950721196124,469.5677566753072,516.7517271777367
92,2023-08-25,,Female,51.0,Electronics ,4.135405069757087,31.557895633953944,118.3448600590781
93,2023-07-14,CUST093,Female,35.0,beauty,4.304629400760766,468.0030072741492,2081.228466448482
94,2023-05-19,CUST094,Female,47.0,Beauty ,1.8584513745624471,457.968200362869,914.8427837026001
95,2023-11-24,CUST095,Female,32.0,clothing,2.0588023381299476,28.235438425852788,56.710331746284076
96,2023-12-19,CUST096,female,44.0,clothing,2.029155193809009,279.65783021679454,541.0005556564754
97,2023-10-13,CUST097,Female ,51.0,Beauty,,549.0657039709359,1004.7063222653603
98,2023-04-23,CUST098,Female ,55.0,Beauty,1.9886592606229259,48.515538612623274,99.78460341709115
99,2023-12-17,CUST099,Female,50.0,Electronics ,4.334436175481811,278.15459915248465,1272.0229755956832
100,2023-06-16,CUST100,MALE,41.0,Electronics,0.962610993425652,27.746024856324837,30.126208127945596
101,2023-01-29,CUST101,male,32.0,Clothing ,2.1132395427387674,294.95115991470834,566.2567313369659
102,2023-04-28,CUST102,Female,47.0,Beauty,2.1861575310646346,23.717178859856052,50.26714702703596
103,2023-01-17,CUST103,Female,,CLOTHING,0.9118963686801241,24.70466474393542,25.263077853769246
104,2023-06-11,CUST104,Female,34.0,BEAUTY,1.890762765222611,514.8247815971993,1044.8579810664883
105,2023-07-25,CUST105,Female ,22.0,Electronics,0.9043821531241327,476.6643110388096,470.3077545945753
106,2023-05-18,CUST106,Female,46.0,CLOTHING,1.0812938215027834,46.11999444669681,47.17358612893835
107,2023-02-03,CUST107,Female ,21.0,Clothing,3.6293401823663674,321.8697867961324,1293.1727191047328
108,2023-04-19,,Female ,27.0,Beauty ,2.7533194610532377,26.516632832118013,75.23069472513545
109,2023-10-18,CUST109,Female,34.0,electronics,4.289579224473242,465.4520910323558,1950.342961752027
110,2023-06-11,CUST110,MALE,27.0,Clothing ,2.9422728829137133,279.1125761456398,872.0775729472035
111,2023-04-19,CUST111,Female ,34.0,Electronics,3.2150734321896426,517.8151730587335,1424.9818215041307
112,2023-12-02,CUST112,Male,37.0,Clothing,2.8311542552125633,463.8139988302436,1510.696733711641
113,2023-09-13,CUST113,female,41.0,Electronics ,1.8903987505610824,23.0189593947937,53.21171045390839
114,2023-07-22,CUST114,female,22.0,Beauty ,4.232303602795408,23.694606333146158,91.19352691384795
115,2023-11-26,CUST115,Male,51.0,clothing,2.796192295817795,525.1880764969764,1531.4315670208987
116,2023-08-23,CUST116,FEMALE,23.0,Clothing ,0.999374436575388,32.13412061777865,27.557259815302576
117,2023-03-15,CUST117,male,19.0,Electronics,2.1193255008788583,469.8628106716766,1056.2078411966163
118,2023-05-16,CUST118,Female,,Electronics ,4.353484562672092,456.0753924990141,2000.9305242782216
119,2023-03-13,CUST119,Female,60.0,Clothing,3.233232326071814,47.341308643754125,138.90775500383137
120,2023-05-07,CUST120,male,60.0,BEAUTY,1.03197804411803,47.36492719759476,47.768861580939145
121,2023-10-15,CUST121,Female,28.0,electronics,3.7406256507633864,54.50741595105768,196.67907592029584
122,2023-10-03,CUST122,Male,64.0,Electronics ,4.269692619322736,31.738304261113967,108.45725983713012
123,2023-05-15,CUST123,FEMALE,40.0,Electronics,2.1753885088539997,28.908030355796313,57.869428890100245
124,2023-10-27,CUST124,Male ,33.0,Clothing,4.036597479943684,450.8504862897258,2030.2906746569276
125,2023-08-08,CUST125,Male,48.0,Clothing,1.9630236486638957,52.32498985583142,104.04310581803156
126,2023-10-26,CUST126,Female ,28.0,Clothing,3.160886029896634,32.40356422895169,83.21298320493308
127,2023-07-24,CUST127,female,33.0,clothing,1.9270374158222017,22.804634720771645,48.84078024465952
128,2023-07-05,CUST128,Male ,25.0,Beauty,0.9366053276131924,461.4050273551588,502.0034030678278
129,2023-04-23,CUST129,Female,21.0,BEAUTY,2.076697047761639,277.57598217244976,562.2068405716786
130,2023-03-12,CUST130,Female,57.0,Clothing ,0.9810937966728324,498.2678721408922,544.4098921091231
131,2023-09-18,CUST131,Female ,21.0,Beauty ,2.0324415988984965,317.3848185949872,629.8080247470585
132,2023-09-10,CUST132,Male,,Electronics,4.083989149692436,49.09895087663958,201.4424085115439
133,2023-02-16,CUST133,Male,20.0,Electronics,2.7939810266770424,311.40772329454563,900.4111290626292
134,2023-01-25,CUST134,Male,49.0,Electronics,1.0713557511480922,53.69696865897625,49.95137844067331
135,2023-02-26,CUST135,Male ,20.0,CLOTHING,2.1034005234097695,23.742147228544113,51.608860930262566
136,2023-03-20,CUST136,Male,44.0,ELECTRONICS,2.079500332332429,283.2569238021637,553.8392841872849
137,2023-11-18,CUST137,Male,46.0,beauty,1.9635555120241013,535.1006054972611,979.9682525924441
138,2023-03-23,CUST138,male,49.0,CLOTHING,3.9094876946462396,48.87778714173533,181.79520515631583
139,2023-12-15,CUST139,Male ,36.0,Beauty,3.6241197576367252,496.6148617971273,1981.8738509819525
140,2023-08-05,CUST140,MALE,38.0,ELECTRONICS,0.9137391530000417,,29.293818997170032
141,2023-11-02,CUST141,FEMALE,22.0,Electronics,1.0876627854656777,51.44922513508986,46.46626559283035
142,2023-02-02,CUST142,Male,35.0,ELECTRONICS,3.705115708892677,274.1404302243272,1280.6627834272429
143,2023-07-17,CUST143,Female,45.0,Clothing ,1.0503444828999473,50.830575467649375,45.2308339080769
144,2023-07-15,CUST144,female,59.0,beauty,2.894878561824323,526.1810983376482,1474.5287066355609
145,2023-11-02,CUST145,female,39.0,Clothing,2.977574568383484,25.479644499410558,82.04207813890835
146,2023-08-28,CUST146,MALE,38.0,Clothing ,3.8789585182174333,54.87295359076272,205.8497349381656
147,2023-09-28,CUST147,Male ,23.0,ELECTRONICS,0.9448309751038146,296.52479302262753,317.68299647828
148,2023-05-09,CUST148,Male ,18.0,Clothing ,1.8266425266862312,29.276937983644103,65.29111319616642
149,2023-10-11,CUST149,Male ,,clothing,2.871282495614668,26.116254734109383,73.40503634231567
150,2023-01-06,CUST150,Female,58.0,Electronics ,3.6431895321855006,31.7267709022499,124.89428440244248
151,2023-12-15,CUST151,male,29.0,clothing,0.975709460846649,53.595167551593015,52.89566631896696
152,2023-02-28,CUST152,MALE,,ELECTRONICS,3.936112563052422,508.0880528384273,1834.6612663476953
153,2023-12-16,CUST153,Male ,63.0,Electronics,1.9282298782401794,453.9281031764813,903.5332806274408
154,2023-10-02,CUST154,Male,51.0,electronics,,274.3101804448584,949.7026939967313
155,2023-05-17,CUST155,Male,31.0,Electronics ,4.387200430523251,546.8046775531847,2051.1285991897703
156,2023-11-25,CUST156,female,43.0,Clothing ,4.074888208955722,26.164461136104826,103.28733126059892
157,2023-06-24,CUST157,male,62.0,electronics,4.30687190973357,486.08109174221875,1893.5101045615977
158,2023-02-27,CUST158,Female ,44.0,ELECTRONICS,2.0551373002707267,322.56497956086656,655.9108971685283
159,2023-05-31,CUST159,Male,26.0,clothing,4.153141995452801,45.74354157426974,195.79696787913082
160,2023-08-11,CUST160,FEMALE,43.0,CLOTHING,2.1224218749803727,48.96426762751304,107.90129992121422
161,2023-03-22,CUST161,Male,64.0,BEAUTY,2.0990009335710256,509.34723489575583,1055.9109411255715
162,2023-08-21,CUST162,Male ,39.0,Clothing ,1.983573436265963,28.801681467367803,60.841978359825745
163,2023-01-02,CUST163,FEMALE,64.0,Clothing,2.9525918132927096,45.23122562786436,146.60665544068394
164,2023-05-15,CUST164,female,47.0,beauty,3.1857316749583893,533.552254850479,1440.2123473910458
165,2023-09-14,CUST165,Female ,60.0,clothing,3.871734283464711,320.18040616878477,1156.5084486729277
166,2023-04-02,CUST166,Male ,34.0,CLOTHING,4.126335875963654,470.0645802953219,1943.6234094552826
167,2023-09-17,CUST167,FEMALE,43.0,Clothing,2.706829069906023,51.814634209611576,137.59624216048445
168,2023-02-24,CUST168,male,53.0,clothing,1.013032521625725,309.00511759091916,274.9207682089369
169,2023-11-17,CUST169,Male ,18.0,Beauty ,3.2979519612834305,492.55232235314315,1453.4028339699819
170,2023-06-02,CUST170,Female ,25.0,CLOTHING,1.878017280875388,23.118876782463502,50.94773403994899
171,2023-11-24,CUST171,female,52.0,CLOTHING,3.188084818078485,277.1116372061371,819.2992210466637
172,2023-09-17,CUST172,Male,32.0,BEAUTY,1.8590706524701264,26.41500080624058,51.088024569820526
173,2023-11-08,CUST173,Male,64.0,Electronics,3.8678367958207636,32.702354201893584,113.13054131791145
174,2023-04-12,CUST174,Female,39.0,Beauty,1.0392136553672546,274.38212019406916,272.5574842768611
175,2023-03-20,CUST175,Female ,31.0,ELECTRONICS,4.371669673221847,26.643493376300142,109.28434448455016
176,2023-07-11,CUST176,Female ,43.0,BEAUTY,1.8568463461141413,46.33225431888665,97.2800474210422
177,2023-03-24,,MALE,45.0,BEAUTY,2.1452659407251913,53.85034266815965,102.47628736345602
178,2023-10-04,CUST178,male,40.0,Clothing,2.1340970170463165,30.973155946441786,58.38461890956981
179,2023-09-29,CUST179,Male,31.0,Electronics,0.9745565477335116,324.17571779574456,301.57142588577176
180,2023-01-01,CUST180,Male,41.0,clothing,3.166654254076168,290.52898665787103,906.914073012081
181,2023-11-03,CUST181,Male,19.0,Electronics ,3.738605304720713,284.9090075947011,1298.5006037195767
182,2023-06-15,CUST182,Male ,62.0,Beauty,3.6696025722818315,32.93226481072479,
183,2023-09-08,CUST183,female,43.0,Beauty,2.9926412494027166,284.88195194305627,887.2089465702991
184,2023-01-10,CUST184,Male,31.0,Electronics,4.0799946082985805,47.386825218419794,194.6321463556202
185,2023-02-27,CUST185,male,24.0,clothing,0.9147460652910796,22.87477952017737,27.130977278035733
186,2023-07-05,CUST186,MALE,20.0,clothing,4.033811690187027,45.04037092112335,181.1546658781176
187,2023-06-07,CUST187,FEMALE,64.0,Clothing ,2.109674008501601,49.46509790081068,105.20378523789664
188,2023-05-03,CUST188,Male ,40.0,Clothing ,3.1441605220692574,24.671894286289376,78.22130761624308
189,2023-01-30,CUST189,Male ,63.0,BEAUTY,0.9742703834893963,51.57245222971507,47.847117884732846
190,2023-05-04,CUST190,Female ,60.0,Beauty,3.1417215328927672,32.38008960623836,93.73150687946014
191,2023-10-18,CUST191,Male,64.0,Beauty,0.9938918038001284,25.83445650021321,22.955867231127556
192,2023-02-10,CUST192,male,62.0,Beauty,2.1073550669288603,46.386462970159116,105.74608821518522
193,2023-02-13,CUST193,Male ,35.0,Beauty,2.9518254816317033,526.6359296702371,1518.0467072565418
194,2023-09-06,CUST194,Male,55.0,clothing,4.122031695095472,49.27397222877743,193.25397864460214
195,2023-02-05,CUST195,male,52.0,clothing,1.0329710693921854,32.675922400516576,27.85243497424939
196,2023-09-30,CUST196,Female,32.0,clothing,3.1940901401761934,320.3189035816206,947.3740651815722
197,2023-03-06,CUST197,Female ,42.0,CLOTHING,4.229498949226333,48.91937782133384,196.5999190811001
198,2023-03-07,CUST198,female,54.0,Beauty,,329.45232630569734,
199,2023-12-04,CUST199,Male,45.0,BEAUTY,2.749897540043323,483.0491471447468,1506.8863977948413
200,2023-09-01,CUST200,Male,27.0,BEAUTY,2.70521768188485,45.89919437716813,140.5345999872142
201,2023-10-09,CUST201,Male,56.0,electronics,,27.18571480526598,26.831294683548222
202,2023-03-26,CUST202,Female,34.0,Clothing,4.302758175349419,281.7199309493513,1256.6261964707192
203,2023-05-16,CUST203,MALE,56.0,clothing,1.890962497084188,472.2065564874412,924.3021392826311
204,2023-09-28,CUST204,MALE,39.0,Beauty ,,25.904349190724762,26.14099537573861
205,2023-11-07,CUST205,Female,43.0,CLOTHING,1.0587617936141005,24.48989497025996,24.245195585314278
206,2023-08-05,CUST206,Male,61.0,Clothing,1.0040465450590739,26.225299159576238,25.831022371288253
207,2023-04-19,CUST207,female,42.0,BEAUTY,1.9505466382996044,27.40085315663331,54.03672678364755
208,2023-10-04,CUST208,Female,34.0,Electronics,4.158037452375258,52.591081656038256,199.0254679511094
209,2023-12-20,CUST209,female,30.0,Electronics,3.6538450039957118,48.44489369486469,199.4896042383401
210,2023-04-13,CUST210,MALE,37.0,electronics,3.912625122782478,51.18284573269866,186.1876113514989
211,2024-01-01,CUST211,MALE,42.0,beauty,3.0302544209020654,542.5068779220364,1513.5807640150317
212,2023-06-09,CUST212,MALE,21.0,clothing,2.8647771310189407,485.64492797656453,1399.9169430151335
213,2023-07-24,CUST213,male,27.0,Beauty ,2.8407738145169814,505.48297065434986,1596.4082849427487
214,2023-12-10,,male,20.0,beauty,2.094376180003181,30.744306688069926,55.26246546660001
215,2023-11-29,CUST215,Male,58.0,Clothing ,3.1839016809782352,501.63981424295247,1639.9905543176735
216,2023-07-11,CUST216,MALE,62.0,electronics,2.1142699870093296,46.63110568242372,92.80547280281417
217,2023-08-13,CUST217,Female,35.0,Electronics ,3.7751192171555292,49.48966336002402,180.08492046791096
218,2023-09-22,CUST218,Male,64.0,Beauty,3.2610313079088575,31.579780157177048,94.1555807874549
219,2023-08-20,CUST219,FEMALE,53.0,Electronics ,2.8276141209650705,32.259846060419065,96.64499486446779
220,2023-03-03,CUST220,male,64.0,Beauty,1.0606146961178888,472.6356875012215,525.1165389522514
221,2023-05-07,CUST221,Male ,39.0,beauty,1.9257524547424179,300.14663785842,543.5708583960474
222,2023-04-26,CUST222,Male ,51.0,CLOTHING,3.8034307231427364,29.614527722915653,128.07580034709704
223,2023-02-02,CUST223,Female ,64.0,Clothing,1.0133382628283094,25.477872768672043,24.44875437653098
224,2023-06-23,CUST224,Female ,25.0,CLOTHING,1.0442295884286716,47.53619160403606,53.34376167532186
225,2023-01-11,CUST225,Female,57.0,Beauty,4.227191315356362,23.740423033299265,101.50736767132666
226,2023-10-29,CUST226,female,61.0,Clothing,0.9768224536845934,49.513735835028555,54.58364021849456
227,2023-10-11,CUST227,Male ,36.0,Electronics,1.975054676884321,54.511768727580815,96.52177273916105
228,2023-04-28,CUST228,FEMALE,59.0,Electronics,1.9924404920332321,31.596522750414426,57.656184699277226
229,2023-10-29,CUST229,Male,58.0,beauty,2.8271898128359387,32.272643620610566,97.96644069770174
230,2023-04-23,CUST230,Male,54.0,Beauty,1.002235743961105,25.91073077356125,24.75980379162434
231,2023-01-04,CUST231,female,23.0,Clothing,3.0019036773986887,48.65470187709846,138.49463757513058
232,2023-02-06,CUST232,Female,43.0,beauty,1.0055088104605259,25.38588098500642,22.689276970740746
233,2023-12-29,CUST233,Female ,51.0,BEAUTY,2.0320746270733765,275.1059004921841,656.7342920440012
234,2023-11-20,CUST234,Female,62.0,Electronics ,1.8613754764848496,23.485826749158274,47.742505689447285
235,2023-01-31,CUST235,Female ,23.0,electronics,1.871055034794064,547.0324234447685,902.250527588994
236,2023-04-28,CUST236,Female,54.0,clothing,1.0289380640820855,26.342756745494793,27.10543137045882
237,2023-02-04,CUST237,FEMALE,50.0,BEAUTY,2.1756608636052714,476.16579978992183,1035.783989327898
238,2023-01-17,CUST238,Female ,39.0,Beauty ,0.9401923349552873,526.8966121471221,494.68049635219984
239,2023-06-19,CUST239,MALE,,electronics,2.728744680839327,484.12396400840555,1575.2445843085936
240,2023-02-06,CUST240,Female,23.0,Beauty,1.0861231303484957,309.93062688003243,273.2698800946678
241,2023-09-21,CUST241,Female,23.0,ELECTRONICS,3.072088856294777,27.31060135965292,76.91330695222078
242,2023-05-02,CUST242,Male,21.0,Clothing,1.0241946326997817,23.602548004992716,23.41495389383544
243,2023-05-23,CUST243,Female,47.0,Electronics,3.007922835989981,307.8373634076657,867.2265757238971
244,2023-12-09,CUST244,Male,28.0,BEAUTY,2.1447055517575087,54.28234509736824,90.63704983484956
245,2023-09-06,CUST245,male,47.0,CLOTHING,2.907349677836116,30.55864531455004,89.8884194292513
246,2023-04-20,CUST246,Female,48.0,electronics,2.047960686932689,23.04362532305006,48.38903804753426
247,2023-10-04,CUST247,MALE,41.0,Electronics ,1.894690354502975,32.92830054752158,63.29365465725285
248,2023-03-09,CUST248,MALE,26.0,CLOTHING,3.2403548519665777,323.7788424277948,888.6989042308755
249,2023-10-20,CUST249,Male ,20.0,Clothing ,1.0264414855559405,54.19478096886318,46.402510254432265
250,2023-10-23,CUST250,MALE,48.0,ELECTRONICS,1.0862225832400754,45.22233106645183,53.342837970498934
251,2023-08-31,CUST251,FEMALE,57.0,Beauty,4.2843953004489235,51.77555598420264,217.11631475016566
252,2023-05-05,CUST252,Male,54.0,Electronics,0.9794235713995901,285.87306122573966,276.8765518572326
253,2023-08-31,CUST253,female,53.0,Clothing,4.101048556497687,508.0466948579392,2184.286591889403
254,2023-07-28,CUST254,MALE,41.0,electronics,1.061359095008206,500.73826785663,516.0080823962796
255,2023-04-08,CUST255,Male,48.0,Clothing,1.076603102706206,,29.164136627863694
256,2023-02-18,CUST256,Male,23.0,clothing,1.9871626889294152,450.0783635057658,985.4060466696424
257,2023-02-19,CUST257,Male,19.0,Beauty ,4.2578570960782205,534.4251432930862,1937.794812518019
258,2023-12-04,CUST258,FEMALE,37.0,CLOTHING,1.0373588388473343,48.907336753979806,48.56566559326587
259,2023-08-09,CUST259,female,45.0,Clothing,3.7374343733607036,50.94797957235667,182.08867617508514
260,2023-07-01,CUST260,Male,28.0,Beauty,2.0996926460740633,27.323233623761666,647.0522985335775
261,2023-08-05,CUST261,MALE,21.0,Clothing,2.0730667580224345,24.208682758507344,47.79068968686606
262,2023-07-30,CUST262,Female,32.0,Beauty,3.9074894735448074,27.45548922360316,128.2353962985338
263,2023-08-28,CUST263,Male,23.0,Beauty ,2.0152926844273393,29.172935435982886,65.18969425040184
264,2023-01-28,CUST264,Male,47.0,clothing,2.856437780601727,274.56940966370433,905.3451546379056
265,2023-12-11,CUST265,Male ,55.0,Clothing,2.708901051738968,308.0801504795685,925.2418308028463
266,2023-12-01,CUST266,female,19.0,Electronics ,1.9574605126514584,28.67598442951635,61.62298438658581
267,2023-11-27,CUST267,FEMALE,32.0,BEAUTY,3.0886964503376317,32.94537151513113,96.72548289510739
268,2023-02-20,CUST268,Female ,28.0,Electronics,0.9652861949399274,29.093433118989527,27.076960810268496
269,2023-02-01,CUST269,male,25.0,clothing,4.176215049438583,501.9597563106285,1955.9855876585557
270,2023-07-26,CUST270,Male,43.0,Electronics,0.9737180724022914,296.67857755739743,323.17373441153285
271,2023-06-23,CUST271,Female,62.0,BEAUTY,4.031344504358187,31.516003390406603,124.72636045554898
272,2023-02-25,CUST272,FEMALE,61.0,electronics,2.0626800271368255,45.17188809428134,91.87372859704578
